assessment_id,customer_id,course_id,completion_rate,rating,completion_date
A000612,U0113,C011,0.54,3.0,
A000613,U0113,C007,0.98,4.0,2024-10-10
A000614,U0113,C010,0.7,3.0,
A000615,U0113,C005,0.72,,2024-12-02
A000616,U0114,C003,0.43,4.5,
A000617,U0115,C011,0.72,3.5,
A000618,U0115,C008,0.0,3.0,
A000619,U0115,C014,0.4,2.5,
A000620,U0115,C013,1.0,4.0,2024-05-31
A000621,U0115,C005,0.52,3.0,
A000622,U0116,C003,0.98,4.0,2024-08-17
A000623,U0116,C005,0.17,,
A000624,U0116,C001,0.97,4.0,2024-12-20
A000625,U0116,C013,1.0,5.0,2024-11-24
A000626,U0116,C006,1.0,5.0,2024-09-28
A000627,U0116,C011,1.0,4.0,2024-12-16
A000628,U0116,C015,0.94,4.5,2024-11-30
A000629,U0116,C008,0.0,,
A000630,U0116,C012,0.92,,2024-11-30
A000631,U0116,C002,0.75,4.0,2024-12-12
A000632,U0116,C009,1.0,5.0,2024-12-17
A000633,U0117,C001,1.0,3.5,2022-05-11
A000634,U0117,C011,0.97,3.0,2023-01-04
A000635,U0117,C003,0.53,5.0,
A000636,U0117,C014,0.85,,2024-11-16
A000637,U0117,C008,0.74,3.0,2024-12-12
A000638,U0118,C007,0.31,2.5,
A000639,U0118,C015,0.57,3.0,
A000640,U0118,C013,0.36,,
A000641,U0118,C012,0.27,,
A000642,U0118,C003,0.6,4.0,
A000643,U0118,C002,0.8,,2024-10-04
A000644,U0118,C001,1.0,,2024-11-18
A000645,U0118,C011,1.0,4.5,2024-07-11
A000646,U0118,C006,0.31,,
A000647,U0118,C004,0.41,3.0,
A000648,U0119,C014,0.01,,
A000649,U0119,C003,0.38,,
A000650,U0120,C012,0.91,5.0,2022-09-20
A000651,U0120,C003,0.97,,2023-02-15
A000652,U0120,C015,0.83,4.5,2023-02-26
A000653,U0120,C004,0.87,4.5,2023-01-17
A000654,U0120,C008,0.87,4.5,2024-03-05
A000655,U0120,C002,0.85,,2024-08-27
A000656,U0120,C007,0.98,,2024-12-01
A000657,U0120,C014,0.68,,2024-12-29
A000658,U0121,C010,0.64,4.0,
A000659,U0121,C014,0.63,4.0,
A000660,U0122,C011,1.0,,2024-11-20
A000661,U0122,C004,0.97,,2024-11-16
A000662,U0122,C014,0.67,4.5,2024-11-04
A000663,U0122,C002,0.75,4.5,2024-11-11
A000664,U0122,C009,0.94,,2024-12-01
A000665,U0122,C005,0.77,5.0,2024-12-08
A000666,U0122,C006,1.0,4.5,2024-12-07
A000667,U0122,C008,0.83,,2024-12-25
A000668,U0122,C001,0.97,,2024-12-31
A000669,U0123,C009,0.61,4.5,
A000670,U0123,C004,0.97,4.0,2023-08-06
A000671,U0123,C014,0.84,3.5,2023-10-29
A000672,U0123,C002,0.64,5.0,
A000673,U0123,C011,1.0,,2024-04-29
A000674,U0123,C013,1.0,4.5,2024-12-25
A000675,U0124,C001,1.0,,2024-08-15
A000676,U0124,C008,0.73,,2024-10-28
A000677,U0124,C011,1.0,,2024-08-07
A000678,U0124,C004,0.88,5.0,2024-08-20
A000679,U0124,C003,0.95,5.0,2024-10-16
A000680,U0124,C009,0.88,3.5,
A000681,U0124,C014,0.78,4.5,2024-12-23
A000682,U0124,C002,0.8,4.5,2024-12-20
A000683,U0125,C004,1.0,3.5,2024-08-02
A000684,U0125,C008,0.78,4.5,2024-08-25
A000685,U0125,C003,0.96,5.0,2024-12-25
A000686,U0125,C015,1.0,4.0,2024-12-13
A000687,U0126,C002,0.34,,
A000688,U0126,C009,1.0,3.0,2023-04-26
A000689,U0126,C011,1.0,,2023-06-10
A000690,U0126,C006,0.7,,
A000691,U0127,C004,1.0,,2023-03-26
A000692,U0127,C010,0.15,4.0,
A000693,U0127,C007,1.0,4.5,2023-10-28
A000694,U0127,C006,0.64,4.0,
A000695,U0127,C003,0.64,,
A000696,U0128,C003,0.98,3.5,2024-07-02
A000697,U0128,C006,0.6,,
A000698,U0128,C012,0.97,,2024-06-23
A000699,U0128,C013,1.0,4.0,2024-11-23
A000700,U0129,C011,1.0,4.0,2024-07-31
A000701,U0129,C007,0.33,4.0,
A000702,U0129,C012,1.0,4.5,2024-09-18
A000703,U0129,C004,0.88,,2024-09-07
A000704,U0129,C001,0.92,,2024-10-20
A000705,U0129,C003,0.91,,2024-10-26
A000706,U0129,C010,1.0,4.5,2024-11-30
A000707,U0129,C005,0.76,5.0,2024-11-27
A000708,U0129,C015,1.0,,2024-11-04
A000709,U0129,C008,0.87,4.0,2024-10-27
A000710,U0129,C014,0.85,5.0,2024-11-23
A000711,U0129,C013,1.0,,2024-11-29
A000712,U0130,C012,0.15,3.5,
A000713,U0130,C004,1.0,5.0,2024-10-30
A000714,U0130,C014,0.0,,
A000715,U0130,C005,0.05,4.0,
A000716,U0130,C013,1.0,,2024-10-13
A000717,U0130,C001,0.94,3.5,2024-10-07
A000718,U0131,C011,0.62,4.0,
A000719,U0131,C014,0.42,,
A000720,U0131,C003,0.84,4.5,
A000721,U0132,C006,0.38,4.5,
A000722,U0132,C007,0.11,4.0,
A000723,U0132,C003,0.78,4.0,
A000724,U0132,C004,0.13,4.0,
A000725,U0132,C010,0.09,,
A000726,U0132,C015,0.35,1.5,
A000727,U0133,C012,0.13,5.0,
A000728,U0133,C009,1.0,3.5,2023-05-08
A000729,U0133,C004,0.11,3.5,
A000730,U0133,C006,0.41,2.0,
A000731,U0133,C002,0.41,4.5,
A000732,U0133,C008,0.33,3.0,
A000733,U0133,C013,0.49,4.0,
A000734,U0134,C010,0.91,4.0,2022-12-27
A000735,U0134,C015,1.0,3.5,2023-01-26
A000736,U0134,C001,0.63,4.0,
A000737,U0134,C008,0.58,4.0,
A000738,U0134,C002,0.86,,2024-07-14
A000739,U0134,C013,1.0,,2024-11-05
A000740,U0134,C011,0.98,,2024-11-18
A000741,U0135,C005,0.76,4.0,2023-07-28
A000742,U0135,C014,0.67,4.5,2024-02-11
A000743,U0135,C012,0.27,4.5,
A000744,U0136,C008,0.85,4.5,2023-11-02
A000745,U0136,C007,0.9,5.0,2024-02-14
A000746,U0136,C009,0.58,4.0,
A000747,U0136,C006,0.99,4.5,2024-05-19
A000748,U0136,C004,1.0,,2024-10-28
A000749,U0136,C012,0.9,,2024-12-17
A000750,U0136,C013,1.0,4.5,2024-11-27
A000751,U0136,C001,0.96,4.0,2024-12-11
A000752,U0136,C002,0.8,,2024-12-16
A000753,U0137,C011,1.0,4.5,2022-07-03
A000754,U0137,C013,1.0,5.0,2022-10-25
A000755,U0137,C004,0.99,,2022-12-08
A000756,U0137,C007,0.47,5.0,
A000757,U0137,C015,1.0,4.0,2024-03-02
A000758,U0137,C012,1.0,,2024-09-09
A000759,U0137,C008,0.77,3.5,2024-11-11
A000760,U0137,C005,0.83,4.0,2024-12-02
A000761,U0138,C005,0.39,2.0,
A000762,U0139,C002,0.91,3.0,2024-10-14
A000763,U0139,C011,1.0,4.0,2024-12-15
A000764,U0139,C007,1.0,,2024-12-06
A000765,U0139,C008,0.16,4.0,
A000766,U0139,C004,0.71,,
A000767,U0139,C001,1.0,,2024-10-02
A000768,U0139,C009,1.0,5.0,2024-12-12
A000769,U0140,C013,0.71,3.5,
A000770,U0140,C010,0.28,,
A000771,U0140,C003,0.21,,
A000772,U0140,C001,0.44,4.5,
A000773,U0140,C004,0.39,,
A000774,U0140,C005,0.32,,
A000775,U0140,C015,0.17,,
A000776,U0141,C006,1.0,4.5,2022-11-27
A000777,U0141,C009,0.53,4.5,
A000778,U0141,C014,0.47,4.0,
A000779,U0141,C011,0.98,3.5,2024-11-12
A000780,U0142,C009,0.3,4.0,
A000781,U0143,C008,0.84,3.5,2023-02-22
A000782,U0143,C001,0.19,4.5,
A000783,U0143,C015,0.53,4.5,
A000784,U0143,C006,0.99,3.5,2024-09-29
A000785,U0144,C010,0.77,3.5,
A000786,U0144,C002,0.01,2.5,
A000787,U0144,C008,0.17,3.5,
A000788,U0144,C015,0.53,2.5,
A000789,U0145,C007,0.3,3.5,
A000790,U0145,C011,0.97,,2022-11-15
A000791,U0145,C002,0.92,3.0,2023-03-20
A000792,U0145,C009,0.55,4.0,
A000793,U0145,C008,0.82,,2023-12-16
A000794,U0145,C005,0.73,3.5,2024-12-17
A000795,U0146,C014,0.72,4.0,2023-05-19
A000796,U0146,C003,0.91,4.0,2023-06-06
A000797,U0146,C008,0.76,4.5,2023-11-13
A000798,U0146,C013,1.0,5.0,2024-05-24
A000799,U0146,C006,1.0,4.5,2024-09-17
A000800,U0146,C015,0.94,4.5,2024-10-31
A000801,U0146,C004,1.0,4.5,2024-11-25
A000802,U0147,C002,0.8,3.5,2022-11-29
A000803,U0147,C004,0.88,5.0,2023-02-08
A000804,U0147,C011,1.0,5.0,2023-02-17
A000805,U0147,C013,1.0,5.0,2023-06-07
A000806,U0147,C007,1.0,4.0,2024-01-25
A000807,U0147,C010,0.88,4.0,2023-11-30
A000808,U0147,C012,0.18,4.0,
A000809,U0147,C005,0.82,3.5,2024-05-11
A000810,U0147,C014,0.8,4.0,2024-08-03
A000811,U0147,C001,1.0,5.0,2024-12-29
A000812,U0147,C015,0.89,4.5,2024-12-23
A000813,U0147,C009,1.0,4.5,2024-12-27
A000814,U0148,C006,1.0,4.5,2023-08-23
A000815,U0148,C007,0.78,2.5,
A000816,U0149,C003,0.76,3.5,
A000817,U0149,C012,0.11,4.5,
A000818,U0149,C009,0.7,4.0,
A000819,U0149,C002,0.06,3.5,
A000820,U0150,C008,0.6,4.0,
A000821,U0150,C007,0.71,4.0,
A000822,U0150,C010,0.94,4.5,2024-08-30
A000823,U0150,C014,0.76,,2024-08-01
A000824,U0150,C002,0.78,4.5,2024-11-18
A000825,U0150,C006,0.95,,2024-12-07
A000826,U0151,C002,0.94,4.0,2022-08-20
A000827,U0151,C013,1.0,5.0,2022-12-08
A000828,U0151,C010,0.5,4.0,
A000829,U0151,C003,1.0,5.0,2023-11-02
A000830,U0151,C014,0.77,4.0,2024-04-12
A000831,U0151,C008,0.85,4.5,2024-05-15
A000832,U0151,C007,0.79,4.5,
A000833,U0151,C001,0.98,,2024-12-14
A000834,U0152,C005,0.37,,
A000835,U0152,C015,0.8,3.0,
A000836,U0153,C014,0.58,3.5,
A000837,U0153,C004,0.9,4.0,2024-01-25
A000838,U0153,C008,0.56,,
A000839,U0153,C005,0.78,,2024-12-31
A000840,U0154,C007,1.0,2.5,2024-04-23
A000841,U0154,C015,1.0,,2024-08-11
A000842,U0155,C012,0.25,4.5,
A000843,U0155,C011,0.93,3.5,
A000844,U0155,C010,0.93,4.0,2024-12-27
A000845,U0156,C012,0.92,4.0,2024-01-07
A000846,U0156,C009,1.0,,2024-04-27
A000847,U0156,C013,0.93,,
A000848,U0157,C011,0.69,3.5,
A000849,U0157,C009,0.6,4.5,
A000850,U0157,C007,0.85,,
A000851,U0157,C013,0.43,2.0,
A000852,U0158,C012,0.81,4.0,
A000853,U0158,C011,0.59,,
A000854,U0159,C006,1.0,3.5,2024-05-16
A000855,U0159,C013,0.88,4.0,
A000856,U0159,C002,0.88,,2024-12-20
A000857,U0159,C010,0.94,,2024-11-07
A000858,U0160,C001,0.58,3.0,
A000859,U0160,C013,0.72,,
A000860,U0160,C009,0.74,4.0,
A000861,U0160,C006,1.0,4.5,2024-07-03
A000862,U0160,C003,0.37,,
A000863,U0161,C002,0.78,5.0,2022-05-27
A000864,U0161,C006,0.85,4.5,
A000865,U0161,C001,1.0,4.0,2024-12-08
A000866,U0162,C015,0.9,4.5,2024-01-24
A000867,U0162,C014,0.03,4.0,
A000868,U0162,C004,0.93,4.0,2024-05-19
A000869,U0162,C008,0.87,4.5,2024-07-19
A000870,U0163,C001,1.0,4.5,2023-04-01
A000871,U0163,C003,0.25,4.0,
A000872,U0163,C015,0.83,3.5,2024-09-19
A000873,U0163,C002,0.91,,2024-12-09
A000874,U0164,C009,0.4,4.5,
A000875,U0164,C010,0.17,4.5,
A000876,U0165,C007,1.0,,2024-06-22
A000877,U0165,C009,1.0,4.5,2024-05-26
A000878,U0165,C014,0.33,3.5,
A000879,U0165,C008,0.86,3.5,2024-07-31
A000880,U0165,C001,1.0,4.5,2024-09-05
A000881,U0165,C012,0.98,3.5,2024-07-14
A000882,U0165,C010,0.68,,
A000883,U0166,C015,0.97,5.0,2024-12-25
A000884,U0167,C005,0.88,,2024-09-26
A000885,U0167,C010,0.88,4.5,2024-11-18
A000886,U0167,C007,0.58,3.5,
A000887,U0167,C013,1.0,5.0,2024-09-16
A000888,U0167,C002,0.81,4.0,2024-11-19
A000889,U0167,C014,0.83,,2024-12-31
A000890,U0167,C015,0.87,,2024-12-09
A000891,U0168,C001,0.34,,
A000892,U0168,C014,0.27,,
A000893,U0169,C011,0.33,4.0,
A000894,U0169,C012,0.24,3.5,
A000895,U0169,C014,0.33,2.0,
A000896,U0169,C015,0.46,4.0,
A000897,U0169,C013,0.47,,
A000898,U0169,C002,0.45,2.5,
A000899,U0169,C006,0.17,2.5,
A000900,U0170,C006,1.0,4.0,2023-10-05
A000901,U0170,C005,0.81,4.5,2023-10-21
A000902,U0170,C010,1.0,4.5,2024-01-30
A000903,U0170,C008,0.87,4.0,2024-12-04
A000904,U0170,C007,1.0,4.0,2024-11-05
A000905,U0170,C004,0.32,4.5,
A000906,U0170,C001,0.94,4.0,2024-12-01
A000907,U0171,C010,0.39,,
A000908,U0171,C005,0.49,2.5,
A000909,U0171,C011,0.25,,
A000910,U0171,C007,0.38,4.0,
A000911,U0171,C014,0.0,2.5,
A000912,U0171,C008,0.61,4.5,
A000913,U0171,C009,0.42,4.0,
A000914,U0171,C015,0.81,2.5,
A000915,U0171,C013,0.82,3.5,
A000916,U0172,C003,0.94,4.5,2024-12-27
A000917,U0173,C009,1.0,3.5,2022-10-24
A000918,U0173,C001,1.0,4.0,2024-02-07
A000919,U0173,C004,0.55,4.0,
A000920,U0174,C002,0.92,4.5,2024-09-07
A000921,U0174,C012,1.0,5.0,2024-11-13
A000922,U0174,C015,1.0,4.5,2024-09-11
A000923,U0174,C011,1.0,4.5,2024-09-20
A000924,U0174,C006,0.51,5.0,
A000925,U0174,C014,0.52,4.0,
A000926,U0174,C003,0.95,4.5,2024-12-23
A000927,U0174,C013,1.0,5.0,2024-12-06
A000928,U0174,C005,0.74,4.5,2024-12-03
A000929,U0174,C004,0.95,5.0,2024-12-10
A000930,U0174,C009,1.0,4.5,2024-12-08
A000931,U0174,C008,0.87,4.0,2024-12-10
A000932,U0175,C006,0.25,4.0,
A000933,U0175,C010,1.0,3.0,2022-07-29
A000934,U0175,C014,0.55,3.0,
A000935,U0175,C013,0.84,4.5,
A000936,U0175,C001,0.77,3.5,
A000937,U0175,C015,0.53,5.0,
A000938,U0175,C004,0.55,3.5,
A000939,U0175,C012,0.14,4.5,
A000940,U0175,C005,0.68,,
A000941,U0176,C010,0.99,4.5,2024-01-12
A000942,U0176,C004,0.78,,
A000943,U0176,C005,0.71,,2024-01-28
A000944,U0176,C006,1.0,4.0,2024-10-07
A000945,U0176,C002,0.92,,2024-09-27
A000946,U0176,C009,0.72,4.5,
A000947,U0176,C011,0.52,4.0,
A000948,U0177,C010,0.99,3.5,2023-08-16
A000949,U0177,C003,0.92,4.0,2024-01-29
A000950,U0177,C013,1.0,5.0,2024-04-25
A000951,U0177,C012,0.28,4.5,
A000952,U0177,C007,0.97,3.5,2024-09-03
A000953,U0177,C005,0.85,,2024-10-03
A000954,U0178,C004,0.91,4.0,2022-11-03
A000955,U0178,C008,0.85,,2022-09-25
A000956,U0178,C009,0.95,4.5,2023-05-23
A000957,U0178,C013,1.0,4.5,2023-12-09
A000958,U0178,C011,1.0,3.5,2023-12-25
A000959,U0178,C007,1.0,4.5,2024-11-14
A000960,U0179,C002,0.36,3.0,
A000961,U0179,C007,0.89,4.0,2024-08-08
A000962,U0179,C014,0.69,4.0,2024-06-28
A000963,U0179,C012,0.28,4.5,
A000964,U0180,C011,0.98,4.5,2023-12-10
A000965,U0180,C008,0.49,,
A000966,U0180,C009,0.95,3.5,2024-10-30
A000967,U0180,C001,0.49,5.0,
A000968,U0180,C003,0.43,4.0,
A000969,U0180,C005,0.9,,2024-10-23
A000970,U0181,C013,0.23,,
A000971,U0181,C002,0.21,3.5,
A000972,U0181,C006,0.14,4.0,
A000973,U0181,C010,0.21,3.0,
A000974,U0182,C014,0.73,4.5,2024-11-07
A000975,U0182,C005,0.77,4.5,2024-12-15
A000976,U0182,C015,0.9,5.0,2024-12-15
A000977,U0182,C012,1.0,5.0,2024-12-15
A000978,U0182,C004,0.73,,
A000979,U0182,C007,0.89,4.5,2024-12-29
A000980,U0183,C014,0.0,2.5,
A000981,U0183,C015,0.39,3.5,
A000982,U0183,C004,0.71,,
A000983,U0183,C008,0.41,4.5,
A000984,U0183,C009,0.21,,
A000985,U0183,C013,0.79,,
A000986,U0183,C006,1.0,5.0,2024-12-12
A000987,U0183,C012,0.85,4.5,
A000988,U0183,C002,0.26,,
A000989,U0184,C001,0.77,4.5,
A000990,U0184,C003,0.96,5.0,2023-06-25
A000991,U0184,C002,0.94,,2023-11-04
A000992,U0184,C006,0.96,4.5,2024-04-06
A000993,U0184,C004,0.74,4.0,
A000994,U0185,C002,0.93,3.0,2023-07-22
A000995,U0185,C011,0.66,4.5,
A000996,U0186,C009,0.65,4.5,
A000997,U0186,C013,0.52,3.5,
A000998,U0186,C006,0.3,3.0,
A000999,U0186,C007,0.81,,
A001000,U0186,C011,0.77,4.5,
A001001,U0186,C001,0.4,2.0,
A001002,U0187,C004,0.8,,
A001003,U0187,C010,0.94,,2023-02-22
A001004,U0187,C008,0.0,,
A001005,U0187,C003,0.97,3.5,2024-04-09
A001006,U0188,C012,0.82,3.5,
A001007,U0189,C013,0.44,,
A001008,U0189,C011,0.96,5.0,2024-06-16
A001009,U0189,C008,0.81,4.0,2024-08-03
A001010,U0189,C002,0.81,4.0,2024-09-01
A001011,U0189,C014,0.72,4.5,2024-06-30
A001012,U0189,C009,0.9,5.0,2024-09-02
A001013,U0189,C003,0.95,4.5,2024-12-20
A001014,U0189,C001,1.0,4.5,2024-12-16
A001015,U0190,C004,0.16,,
A001016,U0190,C007,0.23,4.0,
A001017,U0190,C003,0.98,4.0,2023-07-06
A001018,U0190,C015,0.34,3.5,
A001019,U0190,C009,0.27,3.5,
A001020,U0190,C012,0.79,3.0,
A001021,U0190,C006,0.74,4.0,
A001022,U0190,C005,0.39,,
A001023,U0191,C006,0.6,4.0,
A001024,U0191,C012,0.94,4.5,2024-12-23
A001025,U0192,C006,0.67,4.0,
A001026,U0192,C013,1.0,3.0,2024-11-18
A001027,U0192,C014,0.0,3.0,
A001028,U0192,C005,0.46,,
A001029,U0192,C009,0.82,4.0,
A001030,U0192,C002,0.07,4.0,
A001031,U0193,C015,0.3,5.0,
A001032,U0193,C005,0.42,4.0,
A001033,U0193,C004,0.15,4.0,
A001034,U0193,C009,0.27,,
A001035,U0193,C006,0.69,3.5,
A001036,U0193,C014,0.29,,
A001037,U0193,C001,0.54,3.5,
A001038,U0193,C002,0.62,3.0,
A001039,U0194,C014,0.33,,
A001040,U0194,C004,1.0,3.5,2024-03-02
A001041,U0194,C008,0.68,4.5,2024-02-21
A001042,U0194,C005,0.01,4.0,
A001043,U0195,C008,0.1,4.0,
A001044,U0195,C003,1.0,,2023-02-01
A001045,U0195,C006,1.0,,2023-11-08
A001046,U0195,C004,0.95,,2023-08-11
A001047,U0195,C002,0.76,4.0,2023-12-22
A001048,U0195,C009,0.99,,2024-06-05
A001049,U0195,C011,1.0,,2024-12-19
A001050,U0196,C012,1.0,,2024-05-01
A001051,U0196,C013,1.0,5.0,2024-08-13
A001052,U0196,C008,0.68,4.5,2024-05-30
A001053,U0196,C009,1.0,4.0,2024-08-06
A001054,U0196,C007,0.99,,2024-06-20
A001055,U0196,C014,0.8,,2024-08-10
A001056,U0196,C015,0.21,,
A001057,U0196,C006,0.32,,
A001058,U0196,C005,0.5,4.0,
A001059,U0196,C010,0.96,4.0,2024-12-13
A001060,U0196,C003,1.0,4.5,2024-12-18
A001061,U0197,C007,1.0,4.0,2024-05-22
A001062,U0197,C003,0.69,4.5,
A001063,U0197,C004,0.22,3.5,
A001064,U0197,C011,1.0,,2024-10-21
A001065,U0197,C012,0.93,,2024-09-09
A001066,U0197,C010,1.0,4.0,2024-10-21
A001067,U0198,C005,0.0,4.0,
A001068,U0198,C015,0.62,4.0,
A001069,U0198,C014,0.67,3.5,2024-04-12
A001070,U0198,C009,0.32,,
A001071,U0198,C002,0.41,4.0,
A001072,U0198,C004,0.34,3.0,
A001073,U0198,C008,0.49,4.0,
A001074,U0198,C006,0.57,5.0,
A001075,U0199,C002,0.15,4.5,
A001076,U0199,C013,1.0,3.5,2024-11-25
A001077,U0199,C012,0.38,,
A001078,U0200,C008,0.74,,2024-12-30
A001079,U0201,C014,0.83,4.5,2024-01-24
A001080,U0201,C009,1.0,4.0,2024-01-17
A001081,U0201,C007,1.0,,2024-05-18
A001082,U0201,C013,0.33,4.5,
A001083,U0201,C002,0.77,,2024-08-29
A001084,U0201,C010,0.92,4.0,2024-12-10
A001085,U0201,C005,0.86,,2024-12-05
A001086,U0202,C013,0.96,,
A001087,U0202,C004,0.88,,2023-08-24
A001088,U0202,C003,0.58,,
A001089,U0202,C006,0.99,,2023-09-15
A001090,U0202,C001,1.0,,2024-07-21
A001091,U0202,C014,0.34,,
A001092,U0202,C011,0.96,3.5,2024-10-25
A001093,U0202,C007,0.23,3.0,
A001094,U0203,C003,0.71,4.0,
A001095,U0203,C005,0.12,2.0,
A001096,U0203,C010,0.98,3.5,2024-06-01
A001097,U0203,C013,0.27,3.0,
A001098,U0204,C014,0.81,3.5,2022-11-07
A001099,U0204,C004,0.9,4.0,2023-12-16
A001100,U0204,C009,1.0,,2024-07-26
A001101,U0204,C013,1.0,4.5,2024-12-14
A001102,U0205,C005,0.15,3.0,
A001103,U0205,C008,0.0,,
A001104,U0206,C015,0.78,,
A001105,U0206,C009,0.37,4.0,
A001106,U0207,C008,0.54,4.0,
A001107,U0208,C007,0.71,4.5,
A001108,U0208,C005,0.0,,
A001109,U0208,C003,0.5,4.0,
A001110,U0208,C002,0.52,4.0,
A001111,U0208,C009,0.22,3.0,
A001112,U0208,C010,0.55,2.5,
A001113,U0209,C006,0.7,3.5,
A001114,U0209,C013,0.4,4.5,
A001115,U0209,C010,0.85,3.0,
A001116,U0209,C012,0.41,,
A001117,U0209,C001,0.6,,
A001118,U0209,C008,0.06,3.0,
A001119,U0209,C011,0.39,4.0,
A001120,U0209,C014,0.2,3.0,
A001121,U0210,C003,0.33,,
A001122,U0211,C013,0.45,4.0,
A001123,U0211,C002,0.82,3.0,2024-05-01
A001124,U0211,C008,0.8,,2024-12-30
A001125,U0212,C014,0.75,2.5,2024-11-03
A001126,U0212,C005,0.84,,2024-11-29
A001127,U0212,C015,0.89,,2024-11-26
A001128,U0212,C011,0.34,,
A001129,U0212,C001,0.72,4.5,
A001130,U0213,C005,0.0,,
A001131,U0213,C011,0.22,3.5,
A001132,U0213,C007,0.68,4.5,
A001133,U0213,C013,0.4,,
A001134,U0213,C015,0.7,3.0,
A001135,U0213,C003,0.91,,2024-11-10
A001136,U0213,C009,0.47,5.0,
A001137,U0213,C002,0.27,4.5,
A001138,U0213,C004,0.29,3.0,
A001139,U0214,C015,0.96,,2024-10-05
A001140,U0214,C005,0.76,4.5,2024-10-22
A001141,U0214,C009,1.0,5.0,2024-12-28
A001142,U0214,C001,0.83,,
A001143,U0214,C011,1.0,,2024-12-26
A001144,U0214,C007,1.0,4.0,2024-11-18
A001145,U0214,C008,0.85,4.0,2024-11-16
A001146,U0214,C012,1.0,4.5,2024-12-08
A001147,U0214,C002,0.79,,2024-12-31
A001148,U0214,C010,1.0,,2024-12-09
A001149,U0214,C003,0.93,5.0,2024-12-20
A001150,U0214,C014,0.2,,
A001151,U0215,C015,0.87,,2022-04-22
A001152,U0215,C001,1.0,4.5,2024-04-05
A001153,U0215,C011,0.84,,
A001154,U0215,C013,1.0,5.0,2024-09-19
A001155,U0215,C014,0.74,,2024-11-30
A001156,U0216,C008,0.77,4.0,2024-10-20
A001157,U0216,C003,1.0,,2024-12-02
A001158,U0216,C015,0.83,,2024-11-27
A001159,U0216,C001,0.96,4.5,2024-12-07
A001160,U0216,C010,0.59,4.5,
A001161,U0216,C013,1.0,4.0,2024-11-22
A001162,U0217,C011,0.95,4.5,2023-02-26
A001163,U0217,C004,1.0,4.5,2023-06-08
A001164,U0217,C014,0.84,3.5,2023-10-19
A001165,U0217,C008,0.81,5.0,2024-09-14
A001166,U0217,C012,1.0,,2024-06-08
A001167,U0217,C013,0.67,4.0,
A001168,U0218,C010,0.68,2.0,
A001169,U0218,C014,0.85,4.0,2024-01-13
A001170,U0219,C001,1.0,5.0,2024-05-29
A001171,U0219,C002,0.84,5.0,2024-12-16
A001172,U0219,C014,0.75,,2024-12-18
A001173,U0220,C008,0.4,3.0,
A001174,U0220,C012,0.23,4.0,
A001175,U0220,C001,0.18,4.5,
A001176,U0220,C007,0.85,3.5,
A001177,U0221,C006,0.53,,
A001178,U0221,C009,0.72,4.5,
A001179,U0221,C004,0.24,5.0,
A001180,U0221,C005,0.26,3.5,
A001181,U0221,C003,0.66,3.5,
A001182,U0221,C014,0.22,2.5,
A001183,U0221,C007,0.13,3.0,
A001184,U0221,C012,0.27,,
A001185,U0221,C013,0.52,,
A001186,U0222,C011,1.0,4.5,2024-05-21
A001187,U0222,C004,1.0,4.5,2024-08-12
A001188,U0222,C010,0.96,5.0,2024-10-28
A001189,U0222,C005,0.83,3.5,2024-12-10
A001190,U0222,C012,0.95,,2024-11-27
A001191,U0222,C009,0.98,5.0,2024-11-17
A001192,U0222,C013,1.0,5.0,2024-12-23
A001193,U0223,C003,0.13,,
A001194,U0223,C012,0.9,5.0,2022-06-10
A001195,U0223,C008,0.73,4.5,2022-10-21
A001196,U0223,C014,0.7,3.5,2023-02-17
A001197,U0223,C009,0.96,4.5,2023-10-09
A001198,U0223,C005,0.88,5.0,2023-08-30
A001199,U0223,C013,0.34,,
A001200,U0223,C004,0.87,4.5,2024-07-23
A001201,U0223,C007,1.0,,2024-08-22
A001202,U0223,C001,0.95,4.5,2024-07-20
A001203,U0223,C006,0.98,5.0,2024-10-19
A001204,U0223,C015,0.94,5.0,2024-11-18
A001205,U0224,C005,0.61,3.5,
A001206,U0224,C013,0.24,4.0,
A001207,U0224,C004,1.0,4.0,2024-04-14
A001208,U0224,C002,0.85,5.0,2024-08-08
A001209,U0224,C011,1.0,4.0,2024-11-18
A001210,U0225,C003,1.0,,2024-07-20
A001211,U0225,C010,0.92,4.5,2024-11-14
A001212,U0225,C004,0.23,3.0,
A001213,U0226,C006,0.95,,2023-10-02
A001214,U0226,C004,0.57,5.0,
A001215,U0226,C002,0.92,,2024-06-09
A001216,U0226,C008,0.68,5.0,2024-07-20
A001217,U0226,C013,1.0,4.5,2024-10-24
A001218,U0226,C001,1.0,5.0,2024-12-31
A001219,U0227,C001,1.0,3.0,2023-11-24
A001220,U0228,C009,0.91,,2024-11-20
A001221,U0228,C007,0.88,4.0,2024-10-31
A001222,U0228,C013,1.0,3.5,2024-11-24
A001223,U0229,C012,1.0,3.5,2022-09-21
A001224,U0229,C006,0.95,4.5,2023-05-16
A001225,U0229,C007,1.0,3.5,2023-12-29
A001226,U0229,C009,0.99,3.5,2024-11-25
A001227,U0229,C003,0.83,3.0,
A001228,U0230,C005,0.15,,
A001229,U0231,C004,0.27,5.0,
A001230,U0231,C012,0.46,4.0,
A001231,U0231,C010,0.98,3.5,2024-12-19
A001232,U0232,C009,0.69,4.0,
A001233,U0232,C010,0.37,3.0,
A001234,U0232,C003,0.56,3.0,
