login_id,customer_id,course_id,login_date,login_duration
L0004051,U0064,C002,2024-11-07,50
L0004052,U0064,C002,2024-11-16,43
L0004053,U0064,C002,2024-12-19,25
L0004054,U0064,C002,2024-12-21,63
L0004055,U0064,C002,2024-12-30,49
L0004056,U0064,C013,2024-11-14,75
L0004057,U0064,C013,2024-11-17,120
L0004058,U0064,C013,2024-12-02,120
L0004059,U0064,C013,2024-12-07,118
L0004060,U0064,C013,2024-12-08,47
L0004061,U0064,C013,2024-12-09,63
L0004062,U0064,C013,2024-12-14,91
L0004063,U0064,C013,2024-12-14,102
L0004064,U0064,C013,2024-12-14,84
L0004065,U0064,C013,2024-12-14,99
L0004066,U0064,C013,2024-12-24,34
L0004067,U0064,C013,2024-12-24,51
L0004068,U0064,C013,2024-12-24,94
L0004069,U0064,C013,2024-12-25,80
L0004070,U0064,C013,2024-12-26,43
L0004071,U0064,C013,2024-12-27,59
L0004072,U0065,C007,2022-07-11,27
L0004073,U0065,C007,2022-07-24,27
L0004074,U0065,C007,2022-08-13,7
L0004075,U0065,C007,2022-08-21,7
L0004076,U0065,C009,2022-11-14,23
L0004077,U0065,C014,2023-04-03,26
L0004078,U0065,C014,2023-04-22,15
L0004079,U0065,C004,2023-03-13,28
L0004080,U0065,C004,2023-04-17,28
L0004081,U0065,C004,2023-04-24,19
L0004082,U0065,C004,2023-05-23,23
L0004083,U0065,C004,2023-08-15,18
L0004084,U0065,C003,2024-07-30,21
L0004085,U0065,C005,2024-07-17,7
L0004086,U0065,C005,2024-11-15,5
L0004087,U0065,C012,2024-09-21,13
L0004088,U0065,C012,2024-09-29,29
L0004089,U0065,C012,2024-10-21,29
L0004090,U0065,C012,2024-12-23,22
L0004091,U0065,C013,2024-08-23,9
L0004092,U0065,C013,2024-08-23,22
L0004093,U0065,C013,2024-09-27,25
L0004094,U0065,C013,2024-11-17,8
L0004095,U0065,C013,2024-12-15,20
L0004096,U0065,C010,2024-12-12,21
L0004097,U0065,C010,2024-12-21,6
L0004098,U0066,C009,2023-02-20,10
L0004099,U0066,C006,2023-06-16,15
L0004100,U0066,C006,2023-06-16,10
L0004101,U0066,C007,2023-11-12,14
L0004102,U0066,C014,2023-09-30,24
L0004103,U0066,C014,2023-11-17,21
L0004104,U0066,C014,2024-01-22,18
L0004105,U0066,C004,2024-09-27,5
L0004106,U0066,C005,2024-05-29,8
L0004107,U0066,C005,2024-09-13,25
L0004108,U0066,C005,2024-09-18,17
L0004109,U0066,C005,2024-10-13,30
L0004110,U0066,C005,2024-10-15,15
L0004111,U0066,C013,2024-10-06,27
L0004112,U0066,C013,2024-11-26,7
L0004113,U0066,C013,2024-12-13,8
L0004114,U0066,C013,2024-12-19,13
L0004115,U0066,C013,2024-12-22,29
L0004116,U0066,C010,2024-10-19,28
L0004117,U0066,C010,2024-11-14,25
L0004118,U0067,C005,2023-02-09,15
L0004119,U0067,C005,2023-03-02,18
L0004120,U0067,C005,2023-03-16,17
L0004121,U0067,C005,2023-06-06,23
L0004122,U0067,C001,2023-11-06,21
L0004123,U0067,C001,2023-11-21,11
L0004124,U0068,C005,2023-11-08,22
L0004125,U0068,C005,2024-01-15,31
L0004126,U0068,C005,2024-03-09,41
L0004127,U0068,C005,2024-04-04,56
L0004128,U0068,C005,2024-04-18,44
L0004129,U0068,C005,2024-04-19,43
L0004130,U0068,C005,2024-04-25,19
L0004131,U0068,C004,2024-04-06,27
L0004132,U0068,C004,2024-04-07,44
L0004133,U0068,C004,2024-04-22,38
L0004134,U0068,C004,2024-06-07,18
L0004135,U0068,C004,2024-06-27,48
L0004136,U0068,C004,2024-07-16,51
L0004137,U0069,C005,2022-11-28,9
L0004138,U0069,C005,2023-01-25,26
L0004139,U0069,C005,2023-01-27,7
L0004140,U0069,C005,2023-04-17,14
L0004141,U0069,C005,2023-04-29,22
L0004142,U0069,C002,2023-03-03,22
L0004143,U0069,C002,2023-03-03,16
L0004144,U0069,C002,2023-03-05,24
L0004145,U0069,C002,2023-07-11,21
L0004146,U0069,C002,2023-08-13,10
L0004147,U0069,C013,2023-06-24,15
L0004148,U0069,C001,2023-08-06,29
L0004149,U0069,C001,2023-12-05,27
L0004150,U0069,C003,2023-11-28,14
L0004151,U0069,C003,2023-12-20,23
L0004152,U0069,C003,2024-01-31,18
L0004153,U0069,C003,2024-02-05,30
L0004154,U0069,C012,2024-08-24,10
L0004155,U0069,C012,2024-09-12,15
L0004156,U0069,C012,2024-12-06,10
L0004157,U0070,C013,2024-04-12,8
L0004158,U0070,C007,2024-03-06,18
L0004159,U0070,C010,2024-03-25,8
L0004160,U0070,C010,2024-06-19,19
L0004161,U0070,C010,2024-06-20,13
L0004162,U0070,C010,2024-08-18,29
L0004163,U0070,C010,2024-08-28,23
L0004164,U0070,C005,2024-04-07,23
L0004165,U0070,C005,2024-08-26,24
L0004166,U0070,C008,2024-05-27,5
L0004167,U0070,C008,2024-07-15,14
L0004168,U0070,C008,2024-08-01,21
L0004169,U0070,C008,2024-10-27,12
L0004170,U0070,C009,2024-11-01,8
L0004171,U0070,C009,2024-11-15,17
L0004172,U0070,C009,2024-12-09,30
L0004173,U0070,C002,2024-11-17,20
L0004174,U0071,C005,2023-07-17,87
L0004175,U0071,C005,2023-07-24,53
L0004176,U0071,C005,2023-08-18,61
L0004177,U0071,C005,2023-08-26,55
L0004178,U0071,C005,2023-09-19,81
L0004179,U0071,C005,2023-11-24,104
L0004180,U0071,C005,2023-11-28,61
L0004181,U0071,C005,2023-11-28,100
L0004182,U0071,C005,2023-12-09,112
L0004183,U0071,C005,2023-12-17,79
L0004184,U0071,C005,2023-12-21,87
L0004185,U0071,C005,2024-01-03,77
L0004186,U0071,C004,2023-11-04,34
L0004187,U0071,C004,2023-11-08,21
L0004188,U0071,C004,2023-11-22,27
L0004189,U0071,C004,2023-12-28,86
L0004190,U0071,C004,2023-12-30,25
L0004191,U0071,C004,2024-01-16,43
L0004192,U0071,C004,2024-02-26,42
L0004193,U0071,C004,2024-02-27,89
L0004194,U0071,C004,2024-03-11,27
L0004195,U0071,C004,2024-03-17,83
L0004196,U0071,C004,2024-04-15,44
L0004197,U0071,C004,2024-04-20,32
L0004198,U0071,C004,2024-04-23,97
L0004199,U0071,C015,2024-01-02,43
L0004200,U0071,C015,2024-01-13,53
L0004201,U0071,C015,2024-01-30,59
L0004202,U0071,C015,2024-02-22,76
L0004203,U0071,C015,2024-04-22,97
L0004204,U0071,C015,2024-04-23,52
L0004205,U0071,C015,2024-04-24,90
L0004206,U0071,C015,2024-06-07,116
L0004207,U0071,C010,2024-04-21,67
L0004208,U0071,C010,2024-04-22,82
L0004209,U0071,C010,2024-05-16,94
L0004210,U0071,C010,2024-05-16,24
L0004211,U0071,C010,2024-05-20,106
L0004212,U0071,C010,2024-06-04,91
L0004213,U0071,C010,2024-06-13,39
L0004214,U0071,C010,2024-07-01,83
L0004215,U0071,C010,2024-07-05,72
L0004216,U0071,C010,2024-07-22,65
L0004217,U0071,C010,2024-07-23,64
L0004218,U0071,C010,2024-07-29,41
L0004219,U0071,C010,2024-08-04,55
L0004220,U0071,C010,2024-08-18,49
L0004221,U0071,C010,2024-08-22,45
L0004222,U0071,C010,2024-09-08,57
L0004223,U0071,C009,2024-05-25,63
L0004224,U0071,C009,2024-06-14,100
L0004225,U0071,C009,2024-07-04,52
L0004226,U0071,C009,2024-07-05,39
L0004227,U0071,C009,2024-07-10,30
L0004228,U0071,C009,2024-08-26,60
L0004229,U0071,C009,2024-08-28,53
L0004230,U0071,C009,2024-09-04,103
L0004231,U0071,C009,2024-10-01,57
L0004232,U0071,C009,2024-10-05,78
L0004233,U0071,C009,2024-10-13,108
L0004234,U0071,C009,2024-10-17,90
L0004235,U0071,C009,2024-10-20,53
L0004236,U0071,C013,2024-12-07,115
L0004237,U0071,C013,2024-12-07,70
L0004238,U0071,C013,2024-12-09,41
L0004239,U0071,C013,2024-12-09,30
L0004240,U0071,C013,2024-12-10,39
L0004241,U0071,C013,2024-12-11,55
L0004242,U0071,C013,2024-12-13,36
L0004243,U0071,C013,2024-12-17,76
L0004244,U0071,C013,2024-12-20,117
L0004245,U0071,C013,2024-12-22,47
L0004246,U0071,C013,2024-12-27,109
L0004247,U0072,C006,2023-02-26,38
L0004248,U0072,C006,2023-03-03,45
L0004249,U0072,C006,2023-03-27,53
L0004250,U0072,C006,2023-03-29,20
L0004251,U0072,C006,2023-03-31,94
L0004252,U0072,C006,2023-04-12,81
L0004253,U0072,C006,2023-05-08,30
L0004254,U0072,C006,2023-05-12,90
L0004255,U0072,C006,2023-05-25,99
L0004256,U0072,C006,2023-06-11,55
L0004257,U0072,C006,2023-08-10,37
L0004258,U0072,C003,2024-04-07,63
L0004259,U0072,C003,2024-05-11,27
L0004260,U0072,C003,2024-06-19,96
L0004261,U0072,C003,2024-06-23,85
L0004262,U0072,C003,2024-06-25,58
L0004263,U0072,C003,2024-07-11,23
L0004264,U0072,C003,2024-07-15,94
L0004265,U0072,C003,2024-07-30,28
L0004266,U0072,C003,2024-07-31,77
L0004267,U0072,C003,2024-08-28,94
L0004268,U0072,C003,2024-08-30,31
L0004269,U0072,C003,2024-09-04,41
L0004270,U0072,C012,2024-04-15,38
L0004271,U0072,C012,2024-05-01,97
L0004272,U0072,C012,2024-05-17,55
L0004273,U0072,C012,2024-06-13,97
L0004274,U0072,C012,2024-06-16,92
L0004275,U0072,C012,2024-06-23,57
L0004276,U0072,C012,2024-07-12,104
L0004277,U0072,C012,2024-08-12,71
L0004278,U0072,C012,2024-08-19,28
L0004279,U0072,C012,2024-08-27,112
L0004280,U0072,C012,2024-09-09,43
L0004281,U0072,C012,2024-09-29,84
L0004282,U0072,C012,2024-10-02,65
L0004283,U0072,C008,2024-06-07,100
L0004284,U0072,C008,2024-06-21,42
L0004285,U0072,C008,2024-07-25,72
L0004286,U0072,C008,2024-07-28,31
L0004287,U0072,C008,2024-08-06,63
L0004288,U0072,C008,2024-08-23,110
L0004289,U0072,C008,2024-08-23,116
L0004290,U0072,C008,2024-08-25,95
L0004291,U0072,C008,2024-09-18,80
L0004292,U0072,C008,2024-10-19,110
L0004293,U0072,C008,2024-11-17,70
L0004294,U0072,C008,2024-11-21,43
L0004295,U0072,C004,2024-08-03,99
L0004296,U0072,C004,2024-08-26,35
L0004297,U0072,C004,2024-09-20,118
L0004298,U0072,C004,2024-09-20,97
L0004299,U0072,C004,2024-10-12,104
L0004300,U0072,C004,2024-11-03,31
L0004301,U0072,C004,2024-11-11,106
L0004302,U0072,C004,2024-11-14,79
L0004303,U0072,C004,2024-11-17,112
L0004304,U0072,C004,2024-11-20,84
L0004305,U0072,C004,2024-11-25,87
L0004306,U0072,C004,2024-11-26,48
L0004307,U0072,C004,2024-11-28,30
L0004308,U0072,C004,2024-12-10,42
L0004309,U0072,C015,2024-08-18,96
L0004310,U0072,C015,2024-08-19,51
L0004311,U0072,C015,2024-08-19,37
L0004312,U0072,C015,2024-08-23,56
L0004313,U0072,C015,2024-08-24,90
L0004314,U0072,C015,2024-08-25,97
L0004315,U0072,C015,2024-09-18,34
L0004316,U0072,C015,2024-09-19,27
L0004317,U0072,C015,2024-10-30,66
L0004318,U0072,C015,2024-11-10,74
L0004319,U0072,C015,2024-12-01,37
L0004320,U0072,C015,2024-12-05,108
L0004321,U0072,C015,2024-12-19,91
L0004322,U0072,C015,2024-12-26,66
L0004323,U0072,C014,2024-10-07,23
L0004324,U0072,C014,2024-10-07,71
L0004325,U0072,C014,2024-10-11,77
L0004326,U0072,C014,2024-10-14,76
L0004327,U0072,C014,2024-10-25,91
L0004328,U0072,C014,2024-10-30,80
L0004329,U0072,C014,2024-11-12,66
L0004330,U0072,C014,2024-11-23,82
L0004331,U0072,C014,2024-11-24,94
L0004332,U0072,C014,2024-11-27,119
L0004333,U0072,C014,2024-12-03,48
L0004334,U0072,C014,2024-12-12,110
L0004335,U0072,C014,2024-12-23,88
L0004336,U0072,C014,2024-12-24,100
L0004337,U0072,C014,2024-12-29,41
L0004338,U0072,C014,2024-12-31,76
L0004339,U0073,C001,2024-07-14,148
L0004340,U0073,C001,2024-08-09,105
L0004341,U0073,C001,2024-08-14,81
L0004342,U0073,C001,2024-09-03,55
L0004343,U0073,C001,2024-09-10,103
L0004344,U0073,C001,2024-09-15,34
L0004345,U0073,C001,2024-09-21,123
L0004346,U0073,C001,2024-10-04,128
L0004347,U0073,C001,2024-10-12,128
L0004348,U0073,C001,2024-10-13,92
L0004349,U0073,C001,2024-10-18,37
L0004350,U0073,C001,2024-10-30,107
L0004351,U0073,C001,2024-11-08,81
L0004352,U0073,C001,2024-11-12,74
L0004353,U0073,C001,2024-11-16,145
L0004354,U0073,C001,2024-11-20,101
L0004355,U0073,C001,2024-11-27,33
L0004356,U0073,C001,2024-11-27,48
L0004357,U0073,C001,2024-12-12,44
L0004358,U0073,C001,2024-12-19,85
L0004359,U0073,C009,2024-07-14,130
L0004360,U0073,C009,2024-07-17,56
L0004361,U0073,C009,2024-07-19,141
L0004362,U0073,C009,2024-08-05,59
L0004363,U0073,C009,2024-08-21,88
L0004364,U0073,C009,2024-09-01,69
L0004365,U0073,C009,2024-09-06,42
L0004366,U0073,C009,2024-09-07,38
L0004367,U0073,C009,2024-09-09,58
L0004368,U0073,C009,2024-09-13,81
L0004369,U0073,C009,2024-10-06,37
L0004370,U0073,C009,2024-10-08,60
L0004371,U0073,C009,2024-10-12,147
L0004372,U0073,C009,2024-10-16,50
L0004373,U0073,C009,2024-10-20,144
L0004374,U0073,C009,2024-11-28,53
L0004375,U0073,C009,2024-11-29,136
L0004376,U0073,C009,2024-12-19,73
L0004377,U0073,C003,2024-09-23,144
L0004378,U0073,C003,2024-09-30,133
L0004379,U0073,C003,2024-10-12,60
L0004380,U0073,C003,2024-10-28,145
L0004381,U0073,C003,2024-11-01,57
L0004382,U0073,C003,2024-11-04,140
L0004383,U0073,C003,2024-11-08,101
L0004384,U0073,C003,2024-11-16,102
L0004385,U0073,C003,2024-11-26,126
L0004386,U0073,C003,2024-11-30,108
L0004387,U0073,C003,2024-12-02,104
L0004388,U0073,C003,2024-12-03,113
L0004389,U0073,C003,2024-12-07,132
L0004390,U0073,C003,2024-12-15,93
L0004391,U0073,C003,2024-12-23,99
L0004392,U0073,C010,2024-09-30,32
L0004393,U0073,C010,2024-10-01,119
L0004394,U0073,C010,2024-10-03,89
L0004395,U0073,C010,2024-10-15,94
L0004396,U0073,C010,2024-10-19,37
L0004397,U0073,C010,2024-10-21,40
L0004398,U0073,C010,2024-10-28,48
L0004399,U0073,C010,2024-11-01,70
L0004400,U0073,C010,2024-11-01,35
L0004401,U0073,C010,2024-11-04,144
L0004402,U0073,C010,2024-11-05,102
L0004403,U0073,C010,2024-11-05,96
L0004404,U0073,C010,2024-11-09,128
L0004405,U0073,C010,2024-11-20,65
L0004406,U0073,C010,2024-11-20,91
L0004407,U0073,C010,2024-12-01,90
L0004408,U0073,C010,2024-12-03,117
L0004409,U0073,C010,2024-12-06,76
L0004410,U0073,C010,2024-12-08,88
L0004411,U0073,C010,2024-12-14,135
L0004412,U0073,C012,2024-10-09,107
L0004413,U0073,C012,2024-10-13,106
L0004414,U0073,C012,2024-10-15,92
L0004415,U0073,C012,2024-10-27,117
L0004416,U0073,C012,2024-10-28,79
L0004417,U0073,C012,2024-10-31,31
L0004418,U0073,C012,2024-11-05,46
L0004419,U0073,C012,2024-11-15,63
L0004420,U0073,C012,2024-12-10,132
L0004421,U0073,C012,2024-12-15,93
L0004422,U0073,C015,2024-10-27,41
L0004423,U0073,C015,2024-10-27,70
L0004424,U0073,C015,2024-10-30,79
L0004425,U0073,C015,2024-11-02,103
L0004426,U0073,C015,2024-11-14,93
L0004427,U0073,C015,2024-11-14,37
L0004428,U0073,C015,2024-11-21,37
L0004429,U0073,C015,2024-12-01,61
L0004430,U0073,C015,2024-12-04,96
L0004431,U0073,C015,2024-12-12,92
L0004432,U0073,C015,2024-12-23,118
L0004433,U0073,C015,2024-12-23,77
L0004434,U0073,C015,2024-12-24,135
L0004435,U0073,C015,2024-12-25,56
L0004436,U0073,C015,2024-12-29,76
L0004437,U0073,C007,2024-11-19,114
L0004438,U0073,C007,2024-11-22,42
L0004439,U0073,C007,2024-11-26,61
L0004440,U0073,C007,2024-11-27,87
L0004441,U0073,C007,2024-12-04,111
L0004442,U0073,C007,2024-12-06,134
L0004443,U0073,C007,2024-12-10,99
L0004444,U0073,C007,2024-12-12,66
L0004445,U0073,C007,2024-12-15,45
L0004446,U0073,C007,2024-12-16,125
L0004447,U0073,C007,2024-12-17,108
L0004448,U0073,C007,2024-12-17,130
L0004449,U0073,C007,2024-12-23,122
L0004450,U0073,C007,2024-12-23,147
L0004451,U0073,C007,2024-12-24,113
L0004452,U0073,C007,2024-12-26,83
L0004453,U0074,C010,2024-12-23,48
L0004454,U0074,C010,2024-12-23,18
L0004455,U0074,C010,2024-12-25,38
L0004456,U0074,C010,2024-12-27,11
L0004457,U0074,C010,2024-12-27,37
L0004458,U0074,C010,2024-12-28,10
L0004459,U0074,C010,2024-12-29,19
L0004460,U0075,C003,2023-08-03,14
L0004461,U0075,C003,2023-08-12,20
L0004462,U0075,C003,2023-10-25,28
L0004463,U0075,C003,2023-11-01,18
L0004464,U0075,C003,2023-11-28,13
L0004465,U0075,C007,2023-10-23,10
L0004466,U0075,C007,2023-11-26,13
L0004467,U0075,C007,2023-12-11,13
L0004468,U0075,C007,2023-12-15,21
L0004469,U0075,C014,2023-12-16,7
L0004470,U0075,C014,2023-12-17,8
L0004471,U0075,C014,2024-01-20,21
L0004472,U0075,C014,2024-04-19,29
L0004473,U0075,C014,2024-04-30,15
L0004474,U0075,C008,2023-12-19,15
L0004475,U0075,C008,2023-12-30,19
L0004476,U0075,C008,2024-02-04,5
L0004477,U0075,C008,2024-03-31,26
L0004478,U0075,C008,2024-05-12,6
L0004479,U0075,C015,2024-06-15,23
L0004480,U0075,C012,2024-05-27,9
L0004481,U0075,C012,2024-08-21,19
L0004482,U0075,C009,2024-10-22,16
L0004483,U0075,C010,2024-10-26,20
L0004484,U0075,C010,2024-11-27,14
L0004485,U0076,C014,2023-12-17,22
L0004486,U0076,C014,2024-02-14,36
L0004487,U0076,C014,2024-04-13,26
L0004488,U0076,C014,2024-05-14,17
L0004489,U0076,C014,2024-06-11,38
L0004490,U0076,C007,2024-12-14,49
L0004491,U0076,C007,2024-12-16,12
L0004492,U0076,C007,2024-12-18,24
L0004493,U0077,C014,2024-12-28,57
L0004494,U0077,C014,2024-12-28,32
L0004495,U0077,C014,2024-12-29,48
L0004496,U0077,C014,2024-12-31,21
L0004497,U0077,C014,2024-12-31,16
L0004498,U0077,C014,2024-12-31,25
L0004499,U0077,C014,2024-12-31,50
L0004500,U0078,C010,2024-04-30,9
L0004501,U0078,C006,2024-09-14,22
L0004502,U0078,C006,2024-09-17,20
L0004503,U0078,C006,2024-10-03,22
L0004504,U0078,C006,2024-10-08,17
L0004505,U0078,C006,2024-11-17,11
L0004506,U0078,C013,2024-10-31,23
L0004507,U0078,C004,2024-09-11,29
L0004508,U0078,C004,2024-09-13,19
L0004509,U0078,C004,2024-11-02,16
L0004510,U0078,C004,2024-12-16,19
L0004511,U0078,C007,2024-11-16,16
L0004512,U0078,C007,2024-12-08,29
L0004513,U0078,C007,2024-12-14,15
L0004514,U0078,C007,2024-12-21,12
L0004515,U0078,C007,2024-12-29,9
L0004516,U0078,C014,2024-11-27,10
L0004517,U0079,C013,2022-09-05,78
L0004518,U0079,C013,2022-09-05,97
L0004519,U0079,C013,2022-10-15,39
L0004520,U0079,C013,2022-10-27,72
L0004521,U0079,C013,2023-01-02,101
L0004522,U0079,C013,2023-01-02,92
L0004523,U0079,C013,2023-01-20,118
L0004524,U0079,C013,2023-01-25,93
L0004525,U0079,C002,2022-10-08,112
L0004526,U0079,C002,2022-10-12,85
L0004527,U0079,C002,2022-10-18,52
L0004528,U0079,C002,2022-11-12,100
L0004529,U0079,C002,2022-11-23,41
L0004530,U0079,C002,2022-12-07,61
L0004531,U0079,C002,2023-01-09,98
L0004532,U0079,C002,2023-03-23,89
L0004533,U0079,C006,2023-07-18,109
L0004534,U0079,C006,2023-07-26,38
L0004535,U0079,C006,2023-08-26,72
L0004536,U0079,C006,2023-08-30,59
L0004537,U0079,C006,2023-09-05,61
L0004538,U0079,C006,2023-09-25,96
L0004539,U0079,C006,2023-10-08,25
L0004540,U0079,C006,2023-10-17,77
L0004541,U0079,C006,2023-11-08,45
L0004542,U0079,C006,2023-11-14,40
L0004543,U0079,C006,2023-11-14,27
L0004544,U0079,C006,2023-12-10,64
L0004545,U0079,C001,2023-07-16,35
L0004546,U0079,C001,2023-07-18,42
L0004547,U0079,C001,2023-07-19,37
L0004548,U0079,C001,2023-08-12,103
L0004549,U0079,C001,2023-08-22,37
L0004550,U0079,C001,2023-09-03,81
L0004551,U0079,C001,2023-09-14,65
L0004552,U0079,C001,2023-10-06,35
L0004553,U0079,C001,2023-12-08,92
L0004554,U0079,C001,2023-12-08,89
L0004555,U0079,C012,2024-09-25,98
L0004556,U0079,C012,2024-10-08,66
L0004557,U0079,C012,2024-10-10,41
L0004558,U0079,C012,2024-10-24,58
L0004559,U0079,C012,2024-11-01,53
L0004560,U0079,C012,2024-11-02,29
L0004561,U0079,C012,2024-11-07,110
L0004562,U0079,C012,2024-11-21,64
L0004563,U0079,C012,2024-12-03,114
L0004564,U0079,C012,2024-12-10,103
L0004565,U0079,C012,2024-12-11,89
L0004566,U0079,C008,2024-11-12,91
L0004567,U0079,C008,2024-11-12,32
L0004568,U0079,C008,2024-11-14,100
L0004569,U0079,C008,2024-11-14,106
L0004570,U0079,C008,2024-11-17,44
L0004571,U0079,C008,2024-11-26,32
L0004572,U0079,C008,2024-11-26,102
L0004573,U0079,C008,2024-12-08,100
L0004574,U0079,C008,2024-12-18,92
L0004575,U0079,C008,2024-12-25,40
L0004576,U0079,C008,2024-12-29,50
L0004577,U0079,C008,2024-12-31,61
L0004578,U0080,C004,2022-04-04,44
L0004579,U0080,C004,2022-04-19,57
L0004580,U0080,C004,2022-06-07,29
L0004581,U0080,C004,2022-07-07,42
L0004582,U0080,C004,2022-07-31,35
L0004583,U0080,C004,2022-09-15,53
L0004584,U0080,C004,2022-09-18,47
L0004585,U0080,C010,2023-07-25,22
L0004586,U0080,C010,2023-08-05,27
L0004587,U0080,C010,2023-10-02,34
L0004588,U0080,C010,2023-10-29,49
L0004589,U0080,C010,2023-10-31,38
L0004590,U0080,C010,2023-11-03,44
L0004591,U0080,C009,2024-07-23,18
L0004592,U0080,C009,2024-07-28,20
L0004593,U0080,C009,2024-08-23,29
L0004594,U0080,C009,2024-09-10,22
L0004595,U0080,C009,2024-10-23,39
L0004596,U0080,C009,2024-11-28,16
L0004597,U0081,C011,2024-08-03,138
L0004598,U0081,C011,2024-08-08,56
L0004599,U0081,C011,2024-09-09,96
L0004600,U0081,C011,2024-09-16,148
L0004601,U0081,C011,2024-09-22,91
L0004602,U0081,C011,2024-10-05,125
L0004603,U0081,C011,2024-10-16,78
L0004604,U0081,C011,2024-10-26,78
L0004605,U0081,C011,2024-10-29,98
L0004606,U0081,C011,2024-10-29,61
L0004607,U0081,C011,2024-10-30,108
L0004608,U0081,C011,2024-11-05,128
L0004609,U0081,C011,2024-11-07,134
L0004610,U0081,C011,2024-11-09,132
L0004611,U0081,C011,2024-11-17,76
L0004612,U0081,C011,2024-11-18,66
L0004613,U0081,C011,2024-12-11,90
L0004614,U0081,C011,2024-12-11,73
L0004615,U0081,C011,2024-12-11,91
L0004616,U0081,C011,2024-12-13,127
L0004617,U0081,C007,2024-08-12,50
L0004618,U0081,C007,2024-08-24,68
L0004619,U0081,C007,2024-08-25,74
L0004620,U0081,C007,2024-09-18,86
L0004621,U0081,C007,2024-10-05,59
L0004622,U0081,C007,2024-10-05,123
L0004623,U0081,C007,2024-10-06,104
L0004624,U0081,C007,2024-12-08,53
L0004625,U0081,C007,2024-12-10,131
L0004626,U0081,C007,2024-12-17,115
L0004627,U0081,C007,2024-12-22,84
L0004628,U0081,C014,2024-08-23,56
L0004629,U0081,C014,2024-08-24,37
L0004630,U0081,C014,2024-08-26,128
L0004631,U0081,C014,2024-09-05,105
L0004632,U0081,C014,2024-09-17,89
L0004633,U0081,C014,2024-09-21,103
L0004634,U0081,C014,2024-09-25,73
L0004635,U0081,C014,2024-09-28,116
L0004636,U0081,C014,2024-10-10,38
L0004637,U0081,C014,2024-11-05,90
L0004638,U0081,C014,2024-11-07,44
L0004639,U0081,C014,2024-11-24,52
L0004640,U0081,C014,2024-12-05,122
L0004641,U0081,C014,2024-12-10,66
L0004642,U0081,C004,2024-08-26,116
L0004643,U0081,C004,2024-09-10,34
L0004644,U0081,C004,2024-09-20,72
L0004645,U0081,C004,2024-10-03,48
L0004646,U0081,C004,2024-10-05,78
L0004647,U0081,C004,2024-10-06,104
L0004648,U0081,C004,2024-10-24,31
L0004649,U0081,C004,2024-11-03,117
L0004650,U0081,C004,2024-11-03,112
L0004651,U0081,C004,2024-11-06,118
L0004652,U0081,C004,2024-11-22,107
L0004653,U0081,C004,2024-11-24,96
L0004654,U0081,C004,2024-11-30,41
L0004655,U0081,C004,2024-12-04,67
L0004656,U0081,C004,2024-12-05,61
L0004657,U0081,C004,2024-12-21,58
L0004658,U0081,C004,2024-12-30,117
L0004659,U0081,C015,2024-10-09,69
L0004660,U0081,C015,2024-10-19,72
L0004661,U0081,C015,2024-10-30,85
L0004662,U0081,C015,2024-11-01,89
L0004663,U0081,C015,2024-11-06,47
L0004664,U0081,C015,2024-11-20,65
L0004665,U0081,C015,2024-12-01,40
L0004666,U0081,C015,2024-12-03,79
L0004667,U0081,C015,2024-12-04,41
L0004668,U0081,C015,2024-12-11,32
L0004669,U0081,C015,2024-12-15,84
L0004670,U0081,C015,2024-12-19,138
L0004671,U0081,C002,2024-10-28,51
L0004672,U0081,C002,2024-11-04,61
L0004673,U0081,C002,2024-11-14,92
L0004674,U0081,C002,2024-11-24,99
L0004675,U0081,C002,2024-11-30,69
L0004676,U0081,C002,2024-11-30,76
L0004677,U0081,C002,2024-12-05,127
L0004678,U0081,C002,2024-12-07,100
L0004679,U0081,C002,2024-12-19,54
L0004680,U0081,C002,2024-12-20,142
L0004681,U0081,C002,2024-12-23,125
L0004682,U0081,C002,2024-12-25,49
L0004683,U0081,C002,2024-12-26,75
L0004684,U0081,C002,2024-12-29,97
L0004685,U0081,C009,2024-11-13,52
L0004686,U0081,C009,2024-11-16,101
L0004687,U0081,C009,2024-11-17,48
L0004688,U0081,C009,2024-11-18,39
L0004689,U0081,C009,2024-11-23,113
L0004690,U0081,C009,2024-11-25,38
L0004691,U0081,C009,2024-11-26,112
L0004692,U0081,C009,2024-11-27,98
L0004693,U0081,C009,2024-11-30,107
L0004694,U0081,C009,2024-12-08,87
L0004695,U0081,C009,2024-12-21,71
L0004696,U0081,C009,2024-12-22,76
L0004697,U0081,C009,2024-12-26,56
L0004698,U0081,C009,2024-12-28,133
L0004699,U0081,C009,2024-12-28,127
L0004700,U0081,C009,2024-12-28,96
L0004701,U0081,C009,2024-12-29,147
L0004702,U0081,C009,2024-12-30,102
L0004703,U0081,C009,2024-12-31,109
L0004704,U0081,C003,2024-11-26,64
L0004705,U0081,C003,2024-11-28,139
L0004706,U0081,C003,2024-11-29,85
L0004707,U0081,C003,2024-12-10,125
L0004708,U0081,C003,2024-12-12,81
L0004709,U0081,C003,2024-12-13,114
L0004710,U0081,C003,2024-12-14,133
L0004711,U0081,C003,2024-12-28,145
L0004712,U0081,C003,2024-12-31,82
L0004713,U0081,C003,2024-12-31,44
L0004714,U0081,C013,2024-11-19,145
L0004715,U0081,C013,2024-11-19,46
