purchase_id,customer_id,course_id,purchase_date,amount_paid
P000698,U0128,C012,2024-04-29,49
P000699,U0128,C013,2024-08-10,69
P000700,U0129,C011,2024-07-04,79
P000701,U0129,C007,2024-07-05,19
P000702,U0129,C012,2024-07-06,49
P000703,U0129,C004,2024-07-17,99
P000704,U0129,C001,2024-07-21,99
P000705,U0129,C003,2024-08-09,79
P000706,U0129,C010,2024-08-26,49
P000707,U0129,C005,2024-09-24,49
P000708,U0129,C015,2024-09-24,89
P000709,U0129,C008,2024-09-29,29
P000710,U0129,C014,2024-10-17,79
P000711,U0129,C013,2024-11-12,69
P000712,U0130,C012,2024-08-13,49
P000713,U0130,C004,2024-08-15,99
P000714,U0130,C014,2024-08-26,79
P000715,U0130,C005,2024-08-29,49
P000716,U0130,C013,2024-09-06,69
P000717,U0130,C001,2024-09-06,99
P000718,U0131,C011,2023-06-24,79
P000719,U0131,C014,2023-09-13,79
P000720,U0131,C003,2024-12-02,79
P000721,U0132,C006,2023-03-13,49
P000722,U0132,C007,2023-12-18,19
P000723,U0132,C003,2024-02-02,79
P000724,U0132,C004,2024-02-08,99
P000725,U0132,C010,2024-08-27,49
P000726,U0132,C015,2024-12-01,89
P000727,U0133,C012,2022-11-12,49
P000728,U0133,C009,2022-12-04,39
P000729,U0133,C004,2023-02-03,99
P000730,U0133,C006,2023-04-09,49
P000731,U0133,C002,2023-10-16,89
P000732,U0133,C008,2024-04-16,29
P000733,U0133,C013,2024-10-25,69
P000734,U0134,C010,2022-11-12,49
P000735,U0134,C015,2022-11-14,89
P000736,U0134,C001,2024-01-01,99
P000737,U0134,C008,2024-01-06,29
P000738,U0134,C002,2024-04-16,89
P000739,U0134,C013,2024-05-17,69
P000740,U0134,C011,2024-11-03,79
P000741,U0135,C005,2023-04-26,49
P000742,U0135,C014,2023-11-08,79
P000743,U0135,C012,2024-11-16,49
P000744,U0136,C008,2023-09-27,29
P000745,U0136,C007,2023-10-17,19
P000746,U0136,C009,2023-12-03,39
P000747,U0136,C006,2023-12-18,49
P000748,U0136,C004,2024-09-07,99
P000749,U0136,C012,2024-09-13,49
P000750,U0136,C013,2024-10-20,69
P000751,U0136,C001,2024-11-12,99
P000752,U0136,C002,2024-11-15,89
P000753,U0137,C011,2022-05-12,79
P000754,U0137,C013,2022-09-02,69
P000755,U0137,C004,2022-09-25,99
P000756,U0137,C007,2022-10-21,19
P000757,U0137,C015,2024-02-27,89
P000758,U0137,C012,2024-05-23,49
P000759,U0137,C008,2024-08-05,29
P000760,U0137,C005,2024-11-06,49
P000761,U0138,C005,2023-02-16,49
P000762,U0139,C002,2024-08-21,89
P000763,U0139,C011,2024-09-11,79
P000764,U0139,C007,2024-09-15,19
P000765,U0139,C008,2024-09-16,29
P000766,U0139,C004,2024-09-17,99
P000767,U0139,C001,2024-09-22,99
P000768,U0139,C009,2024-11-29,39
P000769,U0140,C013,2022-05-28,69
P000770,U0140,C010,2022-08-11,49
P000771,U0140,C003,2023-04-19,79
P000772,U0140,C001,2023-05-29,99
P000773,U0140,C004,2023-10-01,99
P000774,U0140,C005,2024-06-01,49
P000775,U0140,C015,2024-08-16,89
P000776,U0141,C006,2022-11-17,49
P000777,U0141,C009,2023-06-13,39
P000778,U0141,C014,2024-02-26,79
P000779,U0141,C011,2024-07-26,79
P000780,U0142,C009,2023-09-11,39
P000781,U0143,C008,2022-10-16,29
P000782,U0143,C001,2024-04-01,99
P000783,U0143,C015,2024-08-03,89
P000784,U0143,C006,2024-09-08,49
P000785,U0144,C010,2022-11-29,49
P000786,U0144,C002,2024-01-22,89
P000787,U0144,C008,2024-01-22,29
P000788,U0144,C015,2024-05-23,89
P000789,U0145,C007,2022-07-30,19
P000790,U0145,C011,2022-09-18,79
P000791,U0145,C002,2022-10-12,89
P000792,U0145,C009,2023-04-06,39
P000793,U0145,C008,2023-10-18,29
P000794,U0145,C005,2024-12-02,49
P000795,U0146,C014,2023-02-20,79
P000796,U0146,C003,2023-04-08,79
P000797,U0146,C008,2023-10-18,29
P000798,U0146,C013,2024-04-22,69
P000799,U0146,C006,2024-06-20,49
P000800,U0146,C015,2024-08-29,89
P000801,U0146,C004,2024-11-22,99
P000802,U0147,C002,2022-09-13,89
P000803,U0147,C004,2022-09-20,99
P000804,U0147,C011,2022-10-06,79
P000805,U0147,C013,2023-03-05,69
P000806,U0147,C007,2023-08-16,19
P000807,U0147,C010,2023-10-20,49
P000808,U0147,C012,2023-11-04,49
P000809,U0147,C005,2024-03-04,49
P000810,U0147,C014,2024-05-30,79
P000811,U0147,C001,2024-11-10,99
P000812,U0147,C015,2024-11-13,89
P000813,U0147,C009,2024-12-20,39
P000814,U0148,C006,2023-04-30,49
P000815,U0148,C007,2024-08-22,19
P000816,U0149,C003,2022-07-24,79
P000817,U0149,C012,2023-07-08,49
P000818,U0149,C009,2024-03-08,39
P000819,U0149,C002,2024-06-12,89
P000820,U0150,C008,2024-01-23,29
P000821,U0150,C007,2024-02-21,19
P000822,U0150,C010,2024-05-15,49
P000823,U0150,C014,2024-06-10,79
P000824,U0150,C002,2024-11-08,89
P000825,U0150,C006,2024-11-26,49
P000826,U0151,C002,2022-06-12,89
P000827,U0151,C013,2022-06-23,69
P000828,U0151,C010,2023-02-01,49
P000829,U0151,C003,2023-10-10,79
P000830,U0151,C014,2024-03-16,79
P000831,U0151,C008,2024-04-02,29
P000832,U0151,C007,2024-06-03,19
P000833,U0151,C001,2024-11-06,99
P000834,U0152,C005,2023-03-11,49
P000835,U0152,C015,2023-06-19,89
P000836,U0153,C014,2023-10-05,79
P000837,U0153,C004,2024-01-05,99
P000838,U0153,C008,2024-04-30,29
P000839,U0153,C005,2024-12-27,49
P000840,U0154,C007,2023-11-25,19
P000841,U0154,C015,2024-02-23,89
P000842,U0155,C012,2024-09-15,49
P000843,U0155,C011,2024-09-27,79
P000844,U0155,C010,2024-12-05,49
P000845,U0156,C012,2023-08-26,49
P000846,U0156,C009,2024-03-30,39
P000847,U0156,C013,2024-12-27,69
P000848,U0157,C011,2023-03-02,79
P000849,U0157,C009,2024-06-27,39
P000850,U0157,C007,2024-07-29,19
P000851,U0157,C013,2024-08-28,69
P000852,U0158,C012,2023-03-31,49
P000853,U0158,C011,2023-04-02,79
P000854,U0159,C006,2024-03-31,49
P000855,U0159,C013,2024-08-04,69
P000856,U0159,C002,2024-09-20,89
P000857,U0159,C010,2024-09-22,49
P000858,U0160,C001,2023-03-21,99
P000859,U0160,C013,2023-03-29,69
P000860,U0160,C009,2023-06-11,39
P000861,U0160,C006,2024-06-05,49
P000862,U0160,C003,2024-10-18,79
P000863,U0161,C002,2022-03-15,89
P000864,U0161,C006,2023-03-18,49
P000865,U0161,C001,2024-11-02,99
P000866,U0162,C015,2023-09-12,89
P000867,U0162,C014,2024-02-10,79
P000868,U0162,C004,2024-04-15,99
P000869,U0162,C008,2024-05-09,29
P000870,U0163,C001,2023-01-03,99
P000871,U0163,C003,2023-01-13,79
P000872,U0163,C015,2024-07-20,89
P000873,U0163,C002,2024-11-27,89
P000874,U0164,C009,2023-01-14,39
P000875,U0164,C010,2024-03-16,49
P000876,U0165,C007,2024-04-09,19
P000877,U0165,C009,2024-04-11,39
P000878,U0165,C014,2024-05-17,79
P000879,U0165,C008,2024-05-31,29
P000880,U0165,C001,2024-06-08,99
P000881,U0165,C012,2024-06-19,49
P000882,U0165,C010,2024-11-16,49
P000883,U0166,C015,2024-12-06,89
P000884,U0167,C005,2024-06-01,49
P000885,U0167,C010,2024-06-10,49
P000886,U0167,C007,2024-06-11,19
P000887,U0167,C013,2024-07-26,69
P000888,U0167,C002,2024-09-09,89
P000889,U0167,C014,2024-10-03,79
P000890,U0167,C015,2024-11-03,89
P000891,U0168,C001,2022-06-13,99
P000892,U0168,C014,2023-01-26,79
P000893,U0169,C011,2023-01-21,79
P000894,U0169,C012,2023-04-21,49
P000895,U0169,C014,2023-07-09,79
P000896,U0169,C015,2024-02-01,89
P000897,U0169,C013,2024-02-24,69
P000898,U0169,C002,2024-05-28,89
P000899,U0169,C006,2024-09-27,49
P000900,U0170,C006,2023-08-10,49
P000901,U0170,C005,2023-09-02,49
P000902,U0170,C010,2023-11-01,49
P000903,U0170,C008,2024-09-11,29
P000904,U0170,C007,2024-09-20,19
P000905,U0170,C004,2024-10-19,99
P000906,U0170,C001,2024-11-10,99
P000907,U0171,C010,2023-07-26,49
P000908,U0171,C005,2023-11-03,49
P000909,U0171,C011,2023-11-20,79
P000910,U0171,C007,2024-01-11,19
P000911,U0171,C014,2024-02-05,79
P000912,U0171,C008,2024-02-17,29
P000913,U0171,C009,2024-04-06,39
P000914,U0171,C015,2024-05-28,89
P000915,U0171,C013,2024-10-02,69
P000916,U0172,C003,2024-12-14,79
P000917,U0173,C009,2022-07-06,39
P000918,U0173,C001,2023-09-29,99
P000919,U0173,C004,2024-02-03,99
P000920,U0174,C002,2024-07-07,89
P000921,U0174,C012,2024-07-08,49
P000922,U0174,C015,2024-07-11,89
P000923,U0174,C011,2024-08-13,79
P000924,U0174,C006,2024-08-23,49
P000925,U0174,C014,2024-09-20,79
P000926,U0174,C003,2024-09-21,79
P000927,U0174,C013,2024-10-10,69
P000928,U0174,C005,2024-10-17,49
P000929,U0174,C004,2024-10-24,99
P000930,U0174,C009,2024-11-13,39
P000931,U0174,C008,2024-11-17,29
P000932,U0175,C006,2022-06-09,49
P000933,U0175,C010,2022-07-11,49
P000934,U0175,C014,2022-07-15,79
P000935,U0175,C013,2023-03-30,69
P000936,U0175,C001,2023-06-07,99
P000937,U0175,C015,2024-03-01,89
P000938,U0175,C004,2024-08-06,99
P000939,U0175,C012,2024-09-10,49
P000940,U0175,C005,2024-09-29,49
P000941,U0176,C010,2023-10-02,49
P000942,U0176,C004,2023-12-06,99
P000943,U0176,C005,2023-12-25,49
P000944,U0176,C006,2024-07-03,49
P000945,U0176,C002,2024-08-31,89
P000946,U0176,C009,2024-12-07,39
P000947,U0176,C011,2024-12-11,79
P000948,U0177,C010,2023-08-04,49
P000949,U0177,C003,2023-09-25,79
P000950,U0177,C013,2023-12-11,69
P000951,U0177,C012,2024-05-14,49
P000952,U0177,C007,2024-05-19,19
P000953,U0177,C005,2024-09-13,49
P000954,U0178,C004,2022-07-09,99
P000955,U0178,C008,2022-08-11,29
P000956,U0178,C009,2023-03-18,39
P000957,U0178,C013,2023-06-20,69
P000958,U0178,C011,2023-08-20,79
P000959,U0178,C007,2024-09-28,19
P000960,U0179,C002,2024-03-16,89
P000961,U0179,C007,2024-03-24,19
P000962,U0179,C014,2024-05-16,79
P000963,U0179,C012,2024-09-26,49
P000964,U0180,C011,2023-11-20,79
P000965,U0180,C008,2024-04-02,29
P000966,U0180,C009,2024-07-16,39
P000967,U0180,C001,2024-07-20,99
P000968,U0180,C003,2024-08-20,79
P000969,U0180,C005,2024-10-19,49
P000970,U0181,C013,2023-12-19,69
P000971,U0181,C002,2024-03-20,89
P000972,U0181,C006,2024-05-05,49
P000973,U0181,C010,2024-07-22,49
P000974,U0182,C014,2024-11-05,79
P000975,U0182,C005,2024-11-06,49
P000976,U0182,C015,2024-11-06,89
P000977,U0182,C012,2024-11-09,49
P000978,U0182,C004,2024-11-09,99
P000979,U0182,C007,2024-11-14,19
P000980,U0183,C014,2024-01-03,79
P000981,U0183,C015,2024-04-15,89
P000982,U0183,C004,2024-04-18,99
P000983,U0183,C008,2024-04-23,29
P000984,U0183,C009,2024-05-20,39
P000985,U0183,C013,2024-08-02,69
P000986,U0183,C006,2024-08-05,49
P000987,U0183,C012,2024-09-19,49
P000988,U0183,C002,2024-11-30,89
P000989,U0184,C001,2023-02-16,99
P000990,U0184,C003,2023-04-02,79
P000991,U0184,C002,2023-07-07,89
P000992,U0184,C006,2024-02-19,49
P000993,U0184,C004,2024-03-17,99
P000994,U0185,C002,2023-07-17,89
P000995,U0185,C011,2023-09-25,79
P000996,U0186,C009,2023-02-24,39
P000997,U0186,C013,2023-05-25,69
P000998,U0186,C006,2023-09-24,49
P000999,U0186,C007,2023-11-01,19
P001000,U0186,C011,2023-11-08,79
P001001,U0186,C001,2024-10-30,99
P001002,U0187,C004,2022-09-04,99
P001003,U0187,C010,2022-11-20,49
P001004,U0187,C008,2023-08-23,29
P001005,U0187,C003,2024-01-03,79
P001006,U0188,C012,2024-12-21,49
P001007,U0189,C013,2024-01-21,69
P001008,U0189,C011,2024-03-30,79
P001009,U0189,C008,2024-04-17,29
P001010,U0189,C002,2024-05-15,89
P001011,U0189,C014,2024-05-20,79
P001012,U0189,C009,2024-06-16,39
P001013,U0189,C003,2024-10-08,79
P001014,U0189,C001,2024-11-29,99
P001015,U0190,C004,2022-08-23,99
P001016,U0190,C007,2022-11-27,19
P001017,U0190,C003,2023-06-08,79
P001018,U0190,C015,2023-07-07,89
P001019,U0190,C009,2023-09-23,39
P001020,U0190,C012,2023-10-10,49
P001021,U0190,C006,2024-07-14,49
P001022,U0190,C005,2024-07-18,49
P001023,U0191,C006,2024-12-14,49
P001024,U0191,C012,2024-12-19,49
P001025,U0192,C006,2024-05-20,49
P001026,U0192,C013,2024-05-25,69
P001027,U0192,C014,2024-08-03,79
P001028,U0192,C005,2024-08-17,49
P001029,U0192,C009,2024-08-18,39
P001030,U0192,C002,2024-08-20,89
P001031,U0193,C015,2023-07-03,89
P001032,U0193,C005,2023-07-14,49
P001033,U0193,C004,2023-10-30,99
P001034,U0193,C009,2023-11-07,39
P001035,U0193,C006,2024-04-25,49
P001036,U0193,C014,2024-05-09,79
P001037,U0193,C001,2024-06-25,99
P001038,U0193,C002,2024-08-25,89
P001039,U0194,C014,2023-12-05,79
P001040,U0194,C004,2023-12-18,99
P001041,U0194,C008,2024-01-23,29
P001042,U0194,C005,2024-01-30,49
P001043,U0195,C008,2022-12-20,29
P001044,U0195,C003,2022-12-26,79
P001045,U0195,C006,2023-05-18,49
P001046,U0195,C004,2023-06-08,99
P001047,U0195,C002,2023-07-20,89
P001048,U0195,C009,2023-12-16,39
P001049,U0195,C011,2024-10-06,79
P001050,U0196,C012,2024-03-14,49
P001051,U0196,C013,2024-03-15,69
P001052,U0196,C008,2024-03-24,29
P001053,U0196,C009,2024-04-14,39
P001054,U0196,C007,2024-04-20,19
P001055,U0196,C014,2024-04-27,79
P001056,U0196,C015,2024-04-30,89
P001057,U0196,C006,2024-05-16,49
P001058,U0196,C005,2024-05-25,49
P001059,U0196,C010,2024-11-15,49
P001060,U0196,C003,2024-12-03,79
P001061,U0197,C007,2024-01-08,19
P001062,U0197,C003,2024-02-20,79
P001063,U0197,C004,2024-08-10,99
P001064,U0197,C011,2024-08-11,79
P001065,U0197,C012,2024-08-30,49
P001066,U0197,C010,2024-10-16,49
P001067,U0198,C005,2023-06-25,49
P001068,U0198,C015,2024-01-02,89
P001069,U0198,C014,2024-02-23,79
P001070,U0198,C009,2024-03-16,39
P001071,U0198,C002,2024-04-06,89
P001072,U0198,C004,2024-04-22,99
P001073,U0198,C008,2024-06-22,29
P001074,U0198,C006,2024-08-03,49
P001075,U0199,C002,2024-11-09,89
P001076,U0199,C013,2024-11-23,69
P001077,U0199,C012,2024-12-17,49
P001078,U0200,C008,2024-12-20,29
P001079,U0201,C014,2023-09-15,79
P001080,U0201,C009,2024-01-13,39
P001081,U0201,C007,2024-03-15,19
P001082,U0201,C013,2024-03-25,69
P001083,U0201,C002,2024-07-28,89
P001084,U0201,C010,2024-10-14,49
P001085,U0201,C005,2024-11-18,49
P001086,U0202,C013,2023-03-22,69
P001087,U0202,C004,2023-07-06,99
P001088,U0202,C003,2023-07-19,79
P001089,U0202,C006,2023-08-14,49
P001090,U0202,C001,2024-02-06,99
P001091,U0202,C014,2024-06-29,79
P001092,U0202,C011,2024-09-01,79
P001093,U0202,C007,2024-09-05,19
P001094,U0203,C003,2022-12-09,79
P001095,U0203,C005,2023-08-27,49
P001096,U0203,C010,2024-04-22,49
P001097,U0203,C013,2024-07-20,69
P001098,U0204,C014,2022-10-14,79
P001099,U0204,C004,2023-08-10,99
P001100,U0204,C009,2024-07-03,39
P001101,U0204,C013,2024-11-23,69
P001102,U0205,C005,2022-10-31,49
P001103,U0205,C008,2023-11-27,29
P001104,U0206,C015,2023-01-25,89
P001105,U0206,C009,2024-04-19,39
P001106,U0207,C008,2024-12-05,29
P001107,U0208,C007,2024-09-12,19
P001108,U0208,C005,2024-09-15,49
P001109,U0208,C003,2024-10-02,79
P001110,U0208,C002,2024-10-08,89
P001111,U0208,C009,2024-10-15,39
P001112,U0208,C010,2024-11-01,49
P001113,U0209,C006,2023-03-22,49
P001114,U0209,C013,2023-04-27,69
P001115,U0209,C010,2023-05-14,49
P001116,U0209,C012,2023-06-19,49
P001117,U0209,C001,2023-07-30,99
P001118,U0209,C008,2023-08-18,29
P001119,U0209,C011,2024-11-01,79
P001120,U0209,C014,2024-11-03,79
P001121,U0210,C003,2023-02-21,79
P001122,U0211,C013,2023-11-25,69
P001123,U0211,C002,2024-04-25,89
P001124,U0211,C008,2024-12-28,29
P001125,U0212,C014,2024-09-04,79
P001126,U0212,C005,2024-10-28,49
P001127,U0212,C015,2024-11-20,89
P001128,U0212,C011,2024-11-20,79
P001129,U0212,C001,2024-12-09,99
P001130,U0213,C005,2023-08-05,49
P001131,U0213,C011,2023-09-19,79
P001132,U0213,C007,2023-12-15,19
P001133,U0213,C013,2024-03-06,69
P001134,U0213,C015,2024-04-26,89
P001135,U0213,C003,2024-09-07,79
P001136,U0213,C009,2024-11-01,39
P001137,U0213,C002,2024-11-06,89
P001138,U0213,C004,2024-11-12,99
P001139,U0214,C015,2024-09-16,89
P001140,U0214,C005,2024-09-22,49
P001141,U0214,C009,2024-10-09,39
P001142,U0214,C001,2024-10-25,99
P001143,U0214,C011,2024-11-07,79
P001144,U0214,C007,2024-11-12,19
P001145,U0214,C008,2024-11-14,29
P001146,U0214,C012,2024-11-23,49
P001147,U0214,C002,2024-11-24,89
P001148,U0214,C010,2024-11-28,49
P001149,U0214,C003,2024-12-05,79
P001150,U0214,C014,2024-12-26,79
P001151,U0215,C015,2022-03-26,89
P001152,U0215,C001,2023-11-07,99
P001153,U0215,C011,2024-04-20,79
P001154,U0215,C013,2024-07-29,69
P001155,U0215,C014,2024-11-02,79
P001156,U0216,C008,2024-07-22,29
P001157,U0216,C003,2024-09-14,79
P001158,U0216,C015,2024-10-22,89
P001159,U0216,C001,2024-11-17,99
P001160,U0216,C010,2024-11-18,49
P001161,U0216,C013,2024-11-21,69
P001162,U0217,C011,2023-01-10,79
P001163,U0217,C004,2023-03-09,99
P001164,U0217,C014,2023-05-18,79
P001165,U0217,C008,2024-05-21,29
P001166,U0217,C012,2024-05-29,49
P001167,U0217,C013,2024-12-08,69
P001168,U0218,C010,2022-07-02,49
P001169,U0218,C014,2023-09-10,79
P001170,U0219,C001,2024-04-16,99
P001171,U0219,C002,2024-11-07,89
P001172,U0219,C014,2024-12-16,79
P001173,U0220,C008,2024-05-18,29
P001174,U0220,C012,2024-06-02,49
P001175,U0220,C001,2024-06-22,99
P001176,U0220,C007,2024-06-28,19
P001177,U0221,C006,2022-10-15,49
P001178,U0221,C009,2023-05-28,39
P001179,U0221,C004,2023-11-13,99
P001180,U0221,C005,2024-02-26,49
P001181,U0221,C003,2024-04-12,79
P001182,U0221,C014,2024-06-25,79
P001183,U0221,C007,2024-08-06,19
P001184,U0221,C012,2024-08-29,49
P001185,U0221,C013,2024-11-14,69
P001186,U0222,C011,2024-02-11,79
P001187,U0222,C004,2024-02-22,99
P001188,U0222,C010,2024-09-17,49
P001189,U0222,C005,2024-09-24,49
P001190,U0222,C012,2024-10-04,49
P001191,U0222,C009,2024-10-20,39
P001192,U0222,C013,2024-11-19,69
P001193,U0223,C003,2022-04-16,79
P001194,U0223,C012,2022-05-18,49
P001195,U0223,C008,2022-07-27,29
P001196,U0223,C014,2022-09-15,79
P001197,U0223,C009,2023-07-19,39
P001198,U0223,C005,2023-08-11,49
P001199,U0223,C013,2024-02-21,69
P001200,U0223,C004,2024-04-07,99
P001201,U0223,C007,2024-04-15,19
P001202,U0223,C001,2024-05-22,99
P001203,U0223,C006,2024-08-29,49
P001204,U0223,C015,2024-11-04,89
P001205,U0224,C005,2023-10-03,49
P001206,U0224,C013,2024-03-11,69
P001207,U0224,C004,2024-03-26,99
P001208,U0224,C002,2024-04-03,89
P001209,U0224,C011,2024-09-19,79
P001210,U0225,C003,2024-07-01,79
P001211,U0225,C010,2024-07-20,49
P001212,U0225,C004,2024-07-26,99
P001213,U0226,C006,2023-09-21,49
P001214,U0226,C004,2023-09-30,99
P001215,U0226,C002,2024-03-19,89
P001216,U0226,C008,2024-05-20,29
P001217,U0226,C013,2024-08-16,69
P001218,U0226,C001,2024-12-30,99
P001219,U0227,C001,2023-07-09,99
P001220,U0228,C009,2024-09-14,39
P001221,U0228,C007,2024-09-19,19
P001222,U0228,C013,2024-09-20,69
P001223,U0229,C012,2022-09-10,49
P001224,U0229,C006,2022-12-15,49
P001225,U0229,C007,2023-12-16,19
P001226,U0229,C009,2024-07-27,39
P001227,U0229,C003,2024-10-14,79
P001228,U0230,C005,2023-08-23,49
P001229,U0231,C004,2024-06-04,99
P001230,U0231,C012,2024-07-25,49
P001231,U0231,C010,2024-12-03,49
P001232,U0232,C009,2022-03-14,39
P001233,U0232,C010,2023-02-16,49
P001234,U0232,C003,2023-04-17,79
P001235,U0232,C004,2024-03-07,99
P001236,U0232,C015,2024-07-22,89
P001237,U0233,C008,2024-03-11,29
P001238,U0233,C004,2024-07-16,99
P001239,U0233,C001,2024-10-30,99
P001240,U0234,C004,2024-09-07,99
P001241,U0234,C010,2024-09-14,49
P001242,U0234,C009,2024-09-14,39
P001243,U0234,C012,2024-09-15,49
P001244,U0234,C014,2024-09-15,79
P001245,U0234,C011,2024-09-18,79
P001246,U0234,C005,2024-09-18,49
P001247,U0235,C005,2022-11-11,49
P001248,U0235,C002,2024-01-18,89
P001249,U0235,C013,2024-05-30,69
P001250,U0236,C014,2022-07-15,79
P001251,U0236,C015,2023-01-06,89
P001252,U0236,C001,2023-07-25,99
P001253,U0236,C007,2023-08-05,19
P001254,U0236,C010,2024-03-31,49
P001255,U0236,C013,2024-09-20,69
P001256,U0236,C011,2024-10-31,79
P001257,U0236,C008,2024-12-05,29
P001258,U0237,C015,2024-06-23,89
P001259,U0237,C009,2024-07-11,39
P001260,U0237,C012,2024-09-04,49
P001261,U0238,C005,2024-01-21,49
P001262,U0238,C009,2024-02-11,39
P001263,U0238,C006,2024-08-10,49
P001264,U0239,C002,2024-09-17,89
P001265,U0239,C010,2024-10-15,49
P001266,U0239,C005,2024-10-24,49
P001267,U0239,C014,2024-10-26,79
P001268,U0239,C008,2024-12-22,29
P001269,U0240,C015,2024-03-31,89
P001270,U0240,C014,2024-04-12,79
P001271,U0240,C008,2024-06-20,29
P001272,U0241,C015,2023-03-21,89
P001273,U0241,C008,2023-10-20,29
P001274,U0241,C003,2023-12-09,79
P001275,U0241,C011,2024-02-24,79
P001276,U0241,C001,2024-04-06,99
P001277,U0241,C002,2024-10-13,89
P001278,U0242,C015,2023-06-09,89
P001279,U0242,C014,2023-09-30,79
P001280,U0242,C011,2023-11-05,79
P001281,U0242,C007,2024-03-04,19
P001282,U0242,C006,2024-04-07,49
P001283,U0242,C013,2024-04-29,69
P001284,U0242,C001,2024-05-06,99
P001285,U0242,C012,2024-05-17,49
P001286,U0242,C003,2024-12-16,79
P001287,U0243,C009,2024-12-20,39
P001288,U0244,C006,2024-03-29,49
P001289,U0244,C002,2024-04-19,89
P001290,U0244,C009,2024-07-07,39
P001291,U0244,C013,2024-08-21,69
P001292,U0245,C013,2024-01-18,69
P001293,U0245,C003,2024-04-05,79
P001294,U0245,C011,2024-06-09,79
P001295,U0245,C004,2024-08-09,99
P001296,U0245,C014,2024-10-24,79
P001297,U0245,C002,2024-11-08,89
P001298,U0246,C004,2022-09-13,99
P001299,U0246,C012,2023-01-03,49
P001300,U0246,C006,2023-06-13,49
P001301,U0246,C001,2023-06-26,99
P001302,U0246,C002,2023-09-07,89
P001303,U0246,C011,2023-10-24,79
P001304,U0246,C013,2024-03-24,69
P001305,U0246,C009,2024-12-12,39
P001306,U0247,C001,2024-12-24,99
P001307,U0248,C015,2024-01-22,89
P001308,U0248,C011,2024-02-11,79
P001309,U0248,C013,2024-02-18,69
P001310,U0248,C009,2024-03-06,39
P001311,U0248,C002,2024-04-20,89
P001312,U0249,C011,2023-08-24,79
P001313,U0249,C003,2024-02-20,79
P001314,U0250,C002,2023-12-04,89
P001315,U0250,C003,2024-02-03,79
P001316,U0250,C007,2024-05-07,19
P001317,U0250,C014,2024-09-18,79
P001318,U0251,C015,2023-09-27,89
P001319,U0251,C011,2023-12-23,79
P001320,U0251,C003,2024-03-02,79
P001321,U0252,C007,2023-09-26,19
P001322,U0252,C001,2023-09-28,99
P001323,U0252,C011,2024-02-14,79
P001324,U0252,C009,2024-02-26,39
P001325,U0252,C008,2024-03-04,29
P001326,U0252,C015,2024-05-06,89
P001327,U0252,C010,2024-08-13,49
P001328,U0252,C012,2024-10-15,49
P001329,U0252,C014,2024-11-02,79
P001330,U0253,C008,2024-01-02,29
P001331,U0253,C009,2024-01-03,39
P001332,U0253,C005,2024-01-06,49
P001333,U0253,C011,2024-01-13,79
P001334,U0254,C007,2023-08-25,19
P001335,U0254,C012,2023-10-25,49
P001336,U0254,C010,2024-10-01,49
P001337,U0255,C013,2022-12-29,69
P001338,U0255,C009,2023-11-08,39
P001339,U0256,C010,2024-04-15,49
P001340,U0256,C012,2024-06-17,49
P001341,U0256,C005,2024-06-18,49
P001342,U0256,C001,2024-06-19,99
P001343,U0256,C013,2024-07-01,69
P001344,U0256,C011,2024-07-11,79
P001345,U0256,C004,2024-09-04,99
P001346,U0256,C003,2024-10-04,79
P001347,U0256,C009,2024-11-24,39
P001348,U0256,C008,2024-12-19,29
P001349,U0257,C013,2024-05-22,69
P001350,U0257,C015,2024-07-07,89
P001351,U0257,C006,2024-09-18,49
P001352,U0257,C012,2024-09-24,49
P001353,U0258,C010,2023-08-19,49
P001354,U0258,C009,2024-01-24,39
P001355,U0258,C012,2024-05-14,49
P001356,U0258,C006,2024-08-02,49
P001357,U0258,C002,2024-09-11,89
P001358,U0258,C011,2024-11-24,79
P001359,U0259,C015,2022-11-27,89
P001360,U0259,C012,2023-08-05,49
P001361,U0259,C006,2023-09-20,49
P001362,U0259,C001,2023-10-22,99
P001363,U0259,C011,2024-05-20,79
P001364,U0259,C009,2024-09-21,39
P001365,U0260,C009,2023-01-09,39
P001366,U0260,C014,2023-02-18,79
P001367,U0260,C011,2023-09-14,79
P001368,U0260,C013,2023-09-21,69
P001369,U0260,C004,2024-04-22,99
P001370,U0260,C001,2024-06-18,99
P001371,U0260,C003,2024-10-07,79
P001372,U0261,C015,2022-09-01,89
P001373,U0261,C010,2023-03-02,49
P001374,U0262,C007,2022-07-12,19
P001375,U0262,C011,2022-10-24,79
P001376,U0262,C010,2023-03-14,49
P001377,U0262,C006,2023-04-25,49
P001378,U0262,C001,2024-05-03,99
P001379,U0262,C009,2024-10-16,39
P001380,U0262,C012,2024-11-28,49
P001381,U0263,C002,2023-06-25,89
P001382,U0263,C008,2023-07-06,29
P001383,U0263,C009,2024-10-17,39
P001384,U0263,C012,2024-12-26,49
P001385,U0264,C013,2022-09-20,69
P001386,U0264,C003,2023-01-23,79
P001387,U0265,C008,2023-06-24,29
P001388,U0265,C005,2023-11-13,49
P001389,U0265,C012,2024-05-05,49
P001390,U0265,C014,2024-07-15,79
P001391,U0266,C010,2023-12-22,49
P001392,U0266,C015,2024-01-17,89
P001393,U0266,C008,2024-03-08,29
P001394,U0266,C011,2024-03-14,79
P001395,U0266,C003,2024-08-18,79
